,Order_Demand,Open,Promo,StateHoliday,SchoolHoliday,Petrol_price
327,10,1,0,0,0,90
328,5000,1,0,0,0,88
329,5,1,0,0,0,93
330,2,1,0,0,0,81
331,200,1,0,0,0,93
332,200,1,0,0,0,92
333,14000,1,0,0,0,89
334,14000,1,0,0,0,81
335,2000,1,0,0,0,93
336,20,1,0,0,0,88
337,500,1,0,0,0,95
338,30,1,0,0,0,84
339,5,1,0,0,0,87
340,10000,1,0,0,0,93
341,25,1,0,0,0,85
342,100,1,0,0,0,90
343,14000,1,0,0,0,90
344,1000,1,0,0,0,86
345,10000,1,0,0,0,91
346,0,1,0,0,0,87
347,0,1,0,0,0,85
348,0,1,0,0,0,91
349,7,1,0,0,0,88
350,0,1,0,0,0,83
351,0,1,0,0,0,84
352,0,1,0,0,0,94
353,0,1,0,0,0,91
354,500,1,0,0,0,93
355,100,1,0,0,0,96
356,200,1,0,0,0,93
357,3000,1,0,0,0,85
358,10,1,0,0,0,92
359,200,1,0,0,0,88
360,1000,1,0,0,0,81
361,1000,1,0,0,0,92
362,5000,1,0,0,0,90
363,500,1,0,0,0,92
364,1,1,0,0,0,87
365,10,1,0,0,0,84
366,50,1,0,0,0,83
367,12,1,0,0,0,89
368,10,1,0,0,0,90
369,500,1,0,0,0,96
370,50,1,0,0,0,83
371,10,1,0,0,0,96
372,1000,1,0,0,0,82
373,1,1,0,0,0,95
374,10,1,0,0,0,82
375,2,1,0,0,0,88
376,50,1,0,0,0,92
377,1000,1,0,0,0,80
378,20,1,0,0,0,95
379,1,1,0,0,0,83
380,100,1,0,0,0,92
381,5000,1,0,0,0,90
382,1,1,0,0,0,89
383,5000,1,0,0,0,89
384,50,1,0,0,0,88
385,300,1,0,0,0,94
386,4600,1,0,0,0,88
387,150,1,0,0,0,82
388,10000,1,0,0,0,90
389,40,1,0,0,0,92
390,2000,1,0,0,0,90
391,50,1,0,0,0,82
392,16,1,0,0,0,92
393,500,1,0,0,0,93
394,100,1,0,0,0,89
395,300,1,0,0,0,95
396,100,1,0,0,0,93
397,0,1,0,0,0,85
398,3000,1,0,0,0,91
399,3000,1,0,0,0,90
400,100,1,0,0,0,81
401,100,1,0,0,0,83
402,60,1,0,0,0,85
403,200,1,0,0,0,88
404,300,1,0,0,0,89
405,10000,1,0,0,0,90
406,5000,1,0,0,0,92
407,1000,1,0,0,0,84
408,600,1,0,0,0,82
409,200,1,0,0,0,87
410,200,1,0,0,0,87
411,500,1,0,0,0,81
412,500,1,0,0,0,86
413,1000,1,0,0,0,84
414,2000,1,0,0,0,91
415,12000,1,0,0,0,94
416,30000,1,0,0,0,92
417,5000,1,0,0,0,95
418,500,1,0,0,0,85
419,500,1,0,0,0,87
420,6000,1,0,0,0,82
421,1,1,0,0,0,85
422,10,1,0,0,0,84
423,1000,1,0,0,0,82
424,500,1,0,0,0,81
425,20,1,0,0,0,81
426,500,1,0,0,0,90
427,10,1,0,0,0,85
428,500,1,0,0,0,81
429,500,1,0,0,0,81
430,100,1,0,0,0,91
431,5000,0,0,0,0,89
432,200,1,0,0,0,82
433,10000,1,0,0,0,86
434,2000,1,0,0,0,82
435,100,1,0,0,0,90
436,15000,1,0,0,0,96
437,3000,1,0,0,0,80
438,2000,1,0,0,0,80
439,200,1,0,0,0,88
440,3000,1,0,0,0,80
441,2000,1,0,0,0,89
442,100000,1,0,0,0,95
443,1000,1,0,0,0,83
444,2000,1,0,0,0,89
445,1000,1,0,0,0,94
446,3000,1,0,0,0,84
447,1000,1,0,0,0,84
448,24000,1,0,0,0,89
449,10000,1,0,0,0,83
450,200,1,0,0,0,81
451,200,1,0,0,0,89
452,1000,1,0,0,0,96
453,150,1,0,0,0,89
454,200,1,0,0,0,95
455,2500,1,0,0,0,82
456,1000,1,0,0,0,80
457,100,1,0,0,0,90
458,200,1,0,0,0,93
459,1000,1,0,0,0,81
460,300,1,0,0,0,92
461,2000,1,0,0,0,93
462,1000,1,0,0,0,93
463,10000,1,0,0,0,87
464,4000,1,0,0,0,85
465,3000,1,0,0,0,85
466,300,1,0,0,0,84
467,300,1,0,0,0,96
468,100,1,0,0,0,84
469,1,1,0,0,0,85
470,127000,1,0,0,0,80
471,1,1,0,0,0,94
472,15000,1,0,0,0,87
473,600,1,0,0,0,96
474,100,1,0,0,0,91
475,2,1,0,0,0,85
476,1,1,0,0,0,95
477,1,1,0,0,0,94
478,50000,1,0,0,0,87
479,1000,1,0,0,0,84
480,1500,1,0,0,0,92
481,2000,1,0,0,0,80
482,1000,1,0,0,0,93
483,1000,1,0,0,0,83
484,1000,1,0,0,0,86
485,6,1,0,0,0,80
486,1000,1,0,0,0,80
487,1500,1,0,0,0,80
488,100,1,0,0,0,93
489,5,1,0,0,0,86
490,30000,1,0,0,0,95
491,10000,1,0,0,0,94
492,3000,1,0,0,0,87
493,6,1,0,0,0,85
494,2500,1,0,0,0,94
495,10000,1,0,0,0,88
496,200,1,0,0,0,94
497,30,1,0,0,0,83
498,240,1,0,0,0,80
499,25,1,0,0,0,90
500,100,1,0,0,0,85
501,100,1,0,0,0,87
502,100,1,0,0,0,90
503,200,1,0,0,0,85
504,200,1,0,0,0,92
505,1000,1,0,0,0,95
506,1000,1,0,0,0,91
507,60,1,0,0,0,96
508,50,1,0,0,0,82
509,400,1,0,0,0,86
510,400,1,0,0,0,89
511,400,1,0,0,0,92
512,400,1,0,0,0,92
513,1200,1,0,0,0,86
514,5000,1,0,0,0,80
515,1000,1,0,0,0,80
516,2000,1,0,0,0,92
517,600,1,0,0,0,83
518,50000,1,0,0,0,93
519,11000,1,0,0,0,91
520,1000,1,0,0,0,85
521,500,1,0,0,0,95
522,100000,1,0,0,0,90
523,3000,1,0,0,0,89
524,2000,1,0,0,0,92
525,500,1,0,0,0,83
526,1300,1,0,0,0,86
527,52,1,0,0,0,90
528,100,1,0,0,0,96
529,200,1,0,0,0,95
530,100,1,0,0,0,81
531,20000,1,0,0,0,89
532,150000,1,0,0,0,86
533,100000,1,0,0,0,91
534,1,1,0,0,0,92
535,3000,1,0,0,0,92
536,900,1,0,0,0,94
537,1000,1,0,0,0,83
538,1000,1,0,0,0,88
539,1000,1,0,0,0,81
540,200,1,0,0,0,94
541,75,1,0,0,0,94
542,3,1,0,0,0,93
543,200,1,0,0,0,95
544,60,1,0,0,0,91
545,20,1,0,0,0,90
546,100,1,0,0,0,86
547,200,1,0,0,0,90
548,100,1,0,0,0,83
549,100,1,0,0,0,95
550,100,1,0,0,0,86
551,30000,1,0,0,0,81
552,3000,1,0,0,0,95
553,1000,1,0,0,0,94
554,1000,1,0,0,0,93
555,1000,1,0,0,0,84
556,300,1,0,0,0,87
557,300,1,0,0,0,92
558,200,1,0,0,0,93
559,1000,1,0,0,0,86
560,1000,1,0,0,0,88
561,12,1,0,0,0,92
562,12,1,0,0,0,84
563,0,1,0,0,0,89
564,0,1,0,0,0,81
565,5000,1,0,0,0,90
566,5000,1,0,0,0,95
567,5000,1,0,0,0,92
568,3000,1,0,0,0,92
569,1000,1,0,0,0,96
570,5,1,0,0,0,84
571,5,1,0,0,0,92
572,16,1,0,0,0,91
573,1000,1,0,0,0,81
574,100,1,0,0,0,88
575,1,1,0,0,0,87
576,5,1,0,0,0,87
577,300,1,0,0,0,87
578,1000,1,0,0,0,91
579,1000,1,0,0,0,94
580,300,1,0,0,0,93
581,50,1,0,0,0,81
582,50,1,0,0,0,93
583,50,1,0,0,0,94
584,5,1,0,0,0,88
585,2000,1,0,0,0,94
586,200,1,0,0,0,85
587,500,1,0,0,0,84
588,500,1,0,0,0,83
589,200,1,0,0,0,94
590,100,1,0,0,0,94
591,1000,1,0,0,0,94
592,500,1,0,0,0,95
593,300,1,0,0,0,82
594,0,1,0,0,0,93
595,0,1,0,0,0,95
596,0,1,0,0,0,87
597,0,1,0,0,0,93
598,0,1,0,0,0,85
599,2000,1,0,0,0,80
600,2000,1,0,0,0,89
601,1000,1,0,0,0,85
602,2000,1,0,0,0,87
603,2000,1,0,0,0,82
604,38,1,0,0,0,91
605,46,1,0,0,0,95
606,3000,1,0,0,0,94
607,500,1,0,0,0,95
608,273,1,0,0,0,89
609,11830,1,0,0,0,96
610,52,1,0,0,0,81
611,100,1,0,0,0,95
612,1000,1,0,0,0,95
613,50,1,0,0,0,96
614,560,1,0,0,0,91
615,2000,1,0,0,0,96
616,8,1,0,0,0,83
617,1000,1,0,0,0,90
618,60,1,0,0,0,90
619,100,1,0,0,0,83
620,1000,1,0,0,0,95
621,8,1,0,0,0,86
622,40,1,0,0,0,87
623,1000,1,0,0,0,81
624,1000,1,0,0,0,92
625,500,1,0,0,0,96
626,2,1,0,0,0,84
627,40000,1,0,0,0,80
628,100,1,0,0,0,95
629,10000,1,0,0,0,80
630,5000,1,0,0,0,86
631,2,1,0,0,0,84
632,22,1,0,0,0,81
633,100,1,0,0,0,81
634,24000,1,0,0,0,96
635,1000,1,0,0,0,96
636,30,1,0,0,0,96
637,500,1,0,0,0,88
638,1000,1,0,0,0,85
639,2,1,0,0,0,96
640,4,1,0,0,0,82
641,11,1,0,0,0,93
642,571,1,0,0,0,82
643,50,1,0,0,0,88
644,1,1,0,0,0,94
645,1,1,0,0,0,90
646,10,1,0,0,0,92
647,1300,1,0,0,0,88
648,100,1,0,0,0,86
649,50,1,0,0,0,84
650,10,1,0,0,0,84
651,30,1,0,0,0,87
652,500,1,0,0,0,87
653,11000,1,0,0,0,82
654,2000,1,0,0,0,85
655,2300,1,0,0,0,92
656,1000,1,0,0,0,91
657,800,1,0,0,0,86
658,9000,1,0,0,0,82
659,10000,1,0,0,0,91
660,7000,1,0,0,0,94
661,50,1,0,0,0,91
662,5,1,0,0,0,92
663,150,1,0,0,0,82
664,500,1,0,0,0,92
665,400,1,0,0,0,80
666,7000,1,0,0,0,81
667,6700,1,0,0,0,89
668,300,1,0,0,0,89
669,8,1,0,0,0,81
670,5,1,0,0,0,89
671,5000,1,0,0,0,89
672,1000,1,0,0,0,91
673,20,1,0,0,0,86
674,10,1,0,0,0,83
675,1,1,0,0,0,91
676,1,1,0,0,0,81
677,1,1,0,0,0,96
678,1,1,0,0,0,95
679,12,1,0,0,0,90
680,3,1,0,0,0,90
681,1,1,0,0,0,88
682,150,1,0,0,0,82
683,20000,1,0,0,0,94
684,800,1,0,0,0,91
685,500,1,0,0,0,92
686,3,1,0,0,0,83
687,100,1,0,0,0,91
688,29,1,0,0,0,89
689,72,1,0,0,0,89
690,20000,1,0,0,0,94
691,20000,1,0,0,0,80
692,30000,1,0,0,0,92
693,30000,1,0,0,0,86
694,2000,1,0,0,0,93
695,60,1,0,0,0,87
696,500,1,0,0,0,90
697,2500,1,0,0,0,89
698,0,1,0,0,0,84
699,75,1,0,0,0,81
700,5000,1,0,0,0,93
701,5000,1,0,0,0,88
702,5000,1,0,0,0,85
703,5000,1,0,0,0,84
704,100,1,0,0,0,86
705,50000,1,0,0,0,96
706,500,1,0,0,0,90
707,200,1,0,0,0,92
708,5000,1,0,0,0,91
709,50000,1,0,0,0,86
710,300,1,0,0,0,81
711,10000,1,0,0,0,85
712,4,1,0,0,0,82
713,1000,1,0,0,0,80
714,600,1,0,0,0,82
715,100,1,0,0,0,91
716,200,1,0,0,0,96
717,20000,1,0,0,0,95
718,10000,1,0,0,0,82
719,5000,1,0,0,0,90
720,6000,1,0,0,0,89
721,5000,1,0,0,0,80
722,1000,1,0,0,0,95
723,5000,1,0,0,0,86
724,6000,1,0,0,0,91
725,1000,1,0,0,0,80
726,1,1,0,0,0,93
727,126,1,0,0,0,94
728,27,1,0,0,0,90
729,100,1,0,0,0,83
730,200,1,0,0,0,83
731,100,1,0,0,0,85
732,200,1,0,0,0,84
733,400,1,0,0,0,86
734,200,1,0,0,0,84
735,1000,1,0,0,0,86
736,500,1,0,0,0,83
737,100,1,0,0,0,80
738,1000,1,0,0,0,80
739,1000,1,0,0,0,95
740,200,1,0,0,0,84
741,200,1,0,0,0,86
742,100000,1,0,0,0,87
743,5000,1,0,0,0,88
744,1000,1,0,0,0,84
745,1000,1,0,0,0,90
746,3000,1,0,0,0,84
747,1000,1,0,0,0,96
748,14000,1,0,0,0,93
749,1000,1,0,0,0,83
750,100,1,0,0,0,82
751,1,1,0,0,0,92
752,25,1,0,0,0,83
753,1000,1,0,0,0,81
754,800,1,0,0,0,82
755,200,1,0,0,0,85
756,20000,1,0,0,0,86
757,3,1,0,0,0,85
758,1500,1,0,0,0,88
759,400,1,0,0,0,95
760,1200,1,0,0,0,93
761,16,1,0,0,0,80
762,1,1,0,0,0,88
763,6200,1,0,0,0,90
764,2000,1,0,0,0,80
765,1,1,0,0,0,85
766,30000,1,0,0,0,93
767,200,1,0,0,0,80
768,200,1,0,0,0,81
769,5,1,0,0,0,91
770,3,1,0,0,0,91
771,1000,1,0,0,0,82
772,100,1,0,0,0,89
773,200,1,0,0,0,94
774,1,1,0,0,0,96
775,1,1,0,0,0,94
776,25,1,0,0,0,83
777,200,1,0,0,0,95
778,200,1,0,0,0,90
779,10000,1,0,0,0,83
780,100,1,0,0,0,80
781,1,1,0,0,0,84
782,1,1,0,0,0,87
783,150,1,0,0,0,88
784,130,1,0,0,0,83
785,140,1,0,0,0,94
786,420,1,0,0,0,86
787,55,1,0,0,0,84
788,300,1,0,0,0,87
789,16,1,0,0,0,90
790,44,1,0,0,0,92
791,53,1,0,0,0,93
792,49,1,0,0,0,92
793,53,1,0,0,0,92
794,74,1,0,0,0,90
795,17,1,0,0,0,92
796,100,1,0,0,0,96
797,1000,1,0,0,0,86
798,10,1,0,0,0,83
799,50000,1,0,0,0,80
800,100000,1,0,0,0,94
801,50000,1,0,0,0,81
802,10,1,0,0,0,85
803,10,1,0,0,0,93
804,10,1,0,0,0,87
805,20,1,0,0,0,92
806,30,1,0,0,0,82
807,25,1,0,0,0,86
808,100,1,0,0,0,83
809,14,1,0,0,0,84
810,10,1,0,0,0,91
811,2,1,0,0,0,86
812,300,0,0,0,0,94
813,1000,1,0,0,0,91
814,2000,1,0,0,0,92
815,200,1,0,0,0,94
816,300,1,0,0,0,83
817,2000,1,0,0,0,92
818,4000,1,0,0,0,80
819,1000,1,0,0,0,85
820,3000,1,0,0,0,90
821,10,1,0,0,0,82
822,10,1,0,0,0,93
823,10,1,0,0,0,85
824,2500,1,0,0,0,86
825,20,1,0,0,0,93
826,100,1,0,0,0,87
827,200,1,0,0,0,88
828,1000,1,0,0,0,86
829,500,1,0,0,0,96
830,500,1,0,0,0,81
831,500,1,0,0,0,82
832,500,1,0,0,0,91
833,1000,1,0,0,0,84
834,100,1,0,0,0,93
835,100,1,0,0,0,88
836,30,1,0,0,0,86
837,70,1,0,0,0,82
838,1000,1,0,0,0,90
839,250,1,0,0,0,92
840,200,1,0,0,0,83
841,100,1,0,0,0,91
842,1000,1,0,0,0,80
843,200,1,0,0,0,86
844,92,1,0,0,0,96
845,8,1,0,0,0,93
846,200,1,0,0,0,83
847,1600,1,1,0,0,90
848,100,1,1,0,0,86
849,200,1,1,0,0,83
850,136,1,1,0,0,80
851,64,1,1,0,0,85
852,200,1,1,0,0,85
853,80,1,1,0,0,88
854,20,1,1,0,0,90
855,30,1,1,0,0,94
856,1000,1,1,0,0,80
857,50,1,1,0,0,84
858,900,1,1,0,0,88
859,60,1,1,0,1,87
860,300,1,1,0,0,91
861,60,1,1,0,0,84
862,50,1,1,0,1,87
863,400,1,1,0,0,90
864,100,1,1,0,0,92
865,200,1,1,0,0,95
866,2000,1,1,0,1,86
867,1,1,1,0,1,94
868,2000,1,1,0,1,96
869,2000,1,1,0,0,92
870,1000,1,1,0,0,89
871,1000,1,1,0,0,84
872,1000,1,1,0,0,90
873,9000,1,1,0,0,82
874,3000,1,1,0,0,92
875,1000,1,1,0,0,89
876,600,1,1,0,0,80
877,100,1,1,0,0,92
878,200,1,1,0,1,82
879,600,1,1,0,0,95
880,100,1,1,0,0,86
881,1,1,1,0,0,90
882,1000,1,1,0,1,91
883,700,1,1,0,0,88
884,2000,1,1,0,0,84
885,500,1,1,0,0,96
886,100,1,1,0,0,80
887,3000,1,1,0,1,93
888,2000,1,1,0,0,92
889,1000,1,1,0,0,88
890,3000,1,1,0,0,84
891,3000,1,1,0,0,93
892,300,1,1,0,1,96
893,2000,1,1,0,0,91
894,10,1,1,0,0,89
895,1000,1,1,0,1,87
896,2000,1,1,0,0,96
897,2000,1,1,0,1,94
898,50,1,1,0,1,82
899,2300,1,1,0,0,95
900,100,1,1,0,0,93
901,30,1,1,0,0,85
902,18,1,1,0,0,81
903,30,1,1,0,0,95
904,18,1,1,0,1,95
905,72,1,1,0,0,82
906,72,1,1,0,0,91
907,50,1,1,0,1,94
908,1,1,1,0,0,92
909,5,1,1,0,0,82
910,137,1,1,0,0,84
911,20,1,1,0,0,93
912,50,1,1,0,1,91
913,5500,1,1,0,1,94
914,1000,1,1,0,0,88
915,1000,1,1,0,0,92
916,50,1,1,0,0,80
917,10,1,1,0,0,94
918,3,1,1,0,1,80
919,3,1,1,0,0,92
920,100,1,1,0,0,91
921,100,1,1,0,0,83
922,25,1,1,0,1,90
923,2,1,1,0,0,83
924,1000,1,1,0,0,88
925,3000,1,1,0,1,96
926,18,1,1,0,0,94
927,18,1,1,0,1,93
928,9100,1,1,0,0,93
929,200,1,1,0,0,96
930,10000,1,1,0,0,82
931,9000,1,1,0,0,85
932,25000,1,1,0,0,93
933,25000,1,1,0,0,86
934,1000,1,1,0,0,92
935,100,1,1,0,1,90
936,6000,1,1,0,0,83
937,4000,1,1,0,1,87
938,100,1,1,0,0,94
939,1300,1,1,0,0,96
940,150,1,1,0,0,95
941,50,1,1,0,0,95
942,100,1,1,0,0,89
943,2000,1,1,0,0,86
944,50,1,1,0,0,88
945,50,1,1,0,1,87
946,200,1,1,0,1,91
947,100000,1,1,0,0,95
948,3000,1,1,0,0,90
949,0,0,1,0,0,89
950,0,1,1,0,0,82
951,0,1,1,0,1,84
952,0,1,1,0,0,87
953,0,1,1,0,0,95
954,1300,1,1,0,1,93
955,4750,1,1,0,0,85
956,5000,1,1,0,0,88
957,1000,1,1,0,0,94
958,100,1,1,0,0,87
959,300,1,1,0,1,84
960,1,1,1,0,0,92
961,5,1,1,0,1,94
962,2,1,1,0,0,83
963,3000,1,1,0,0,84
964,3000,1,1,0,0,87
965,3,1,1,0,0,82
966,50,1,1,0,0,95
